label,text
0,SCS-Colors RGB for #BestCommunityEver Trailer for Dummies

0,Do you think the Renault Range T modification package will come?

0,"Locked inside your computer, where in ETS or ATS would you settle down?"

0,Food tanker max gross weight ?

0,Are all the trucks in the game really that old in real life?

0,Sounds Are Still Horrible...

0,Rain drops improvenment

0,New content is coming to ETS2

0,Two of the Iberian companies are missing their customized container

0,Which Countryside area do you enjoy driving in?

0,Show your graphics setting [ETS2]

0,This delivery nearly kicked my butt

0,painting of semi-trailers

0,Bull Bar Realism

0,This road is very narrow

0,My story in a roundabout way...

0,Poll: Which map extension do you think is the best?

0,The Next Trucks ETS 2

0,The Next Tuning Packs ETS 2

0,I'm curious to know if people drives mostly one truck or multiple trucks?

0,Ive found app for android and ios with ETS2 game

0,Iberia Expansion thoughts on the New DLC

0,Poll: how do you want the UK to be rebuilt/revisited?

0,Type of Trailer and Cargo

0,AI dangerous behavior when yielding

0,Realistic challenges

0,Where are you parked before heading to Iberia?

0,Errors in fuel consumption tire

0,[Poll] ETS2 Unofficial Satisfaction Survey

0,[Iberia DLC] Garages positioning and Special Transport DLC.

0,More than 1 account online?

0,Graphics

0,Road Surfaces

0,Did 1.40 make any changes to the way shadows render?

0,"The good, the bad and the borked... Update 1.40"

0,How old is the drivers ?

0,Germany reworked Phase 3

0,Advice on graphics card

0,SCS Software - Stop with the over hype (Renault)

0,The lights

0,Keeping Interest/challenges

0,GTX 1070 Max-Q at 1440p?

0,Are all of Europe highways landscape flat?

0,Looking for Best traffic mod

0,Kerb Weight?

0,Is this still relevant as hint?  Rigids are alive ahah

0,Headlights

0,Things that are annoying me in ETS2

0,New MAN and Iveco Trucks

0,New Profile no achievements.

0,Cab Window Reflections - What's going on here?

0,Funny SCANIA R/S panel icons

0,Launch parameters?

0,Better more realistic Graphics

0,Feedback on the new lighting system of Ets2 and ats1.40

0,antialiasing bad?

0,Very well done job with the new lighting.

0,Time in ETS2

0,Bit of information trucks parents

0,"ETS2 V1.40 Wow, Just Wow"

0,1.40 Lighting feedback (night road signs)

0,Are there any more graphics improvements?

0,ETS in VR using your phone with Trinus VR

0,Predicting the release dates of ETS2 updates (updated for 1.41)

0,American trucks in Russia?

0,Does SCS have a patented mouse drive system?

0,The problem with disappearing road markings

0,Great Achievement

0,General stability of game -wrong data mistake

0,New trucks

0,Estimating the Iberia release date

0,Can we get a new thread dedicated to OB updates?

0,Volvo Xl

0,Adaptive transmission integration

0,"DLC Iberia, there is a strange thing"

0,When in game new tatra trucks?

0,Are the horns of any utility?

0,Fix Wheels clipping on sidewalks

0,Poll: Which area should SCS add to ETS2 after Iberia?

0,2021 map expansion discussion

0,Profile created in 1.40 public beta can be retain in 1.40 official update?

0,Next Event

0,I made a Job Sheet to fill in

0,Indoor load / drop off locations?

0,Manually set shift points?

0,Abandonment of Scania R (Older Gen)

0,Should MAN TGX 2020 revision make it into the garage?

0,ETS looses focus

0,Scania R & Streamline upgrade in the making?

0,Euro Truck Simulator 2 on Steam. Base game worth it?

0,Any trucks with a more or less white interior?

0,Multimon 5 views

0,Changes in F4 options in 1.40 (ob)

0,"If we dont have ABS simulation, why does the truck almost never lock up wheels?"

0,Checking documents in ets2

0,Is there a bias/imbalance in ETS2?

0,Community's Driver Seats  [homecockpit thread]

0,Head through the window

0,Turkey to all over Europe what way do trucks go.

0,Changing Game Version and Save Games

0,WoT Online Jobs with Game Beta?

0,Reflection Scale

0,ETS2 1.40 speculation thread

0,"Engine start and electrics start axis instead of button, is there a way to do this in the game ?"

0,Barsan global logistics

0,drops on twitch

0,Where is the current truck config stored?

0,Real company mod

0,ETS2 1.39 Discussion

0,Wallenborn and ekol

0,42�h 16:9 TV or 49�h PC-monitor?

0,Recommended map add ons

0,Bug or a purposeful hidden path?

0,Steam cloud how can i delete profile from steam cloud

0,What is causing these errors?

0,"SCS Blog: Stuff we are working on, too, the third pillar"

0,Poll: which map expansion do you think is the best?

0,What's your favorite truck brand?

0,"What is your favourite map DLC, and why?"

0,Unrealistic AI Traffic

0,cabin DLC

0,IVECO & BDF

0,steering wheel

0,lowbed/low loader and lowboy trailers

0,Can I set the rotation to 1800 somewhere?

0,manual gear transmission

0,"Struggling with limitations of gamepad settings, is it just me?"

0,ETS2 after Europe is Completed

0,WQHD not supported

0,Christmas DLC giveaway

0,List of releases [ETS2]

0,Name of this cities

0,Scope of config options (game vs profile) for graphics

0,(solved?) VR beta will no longer start properly in headset?

0,Starting new profile wont load

0,Manual clutch BUG?

0,PC rainbow lights turn white when game is launched

0,Truck Specifications v1.24 - Spreadsheet

0,Updates

0,Heavy Cargo DLC - some thoughts

0,"control of sfx levels, truck vs ambient etc"

0,Thanks for the great game

0,why did SCS remove bobtail trucks from AI traffic?

0,Do you think SCS will change the current default garage layout one of these days ?

0,Is real Volvo FH16 so much higher than trailers?

0,impossible to read truck dashboard in 1080p

0,are the trucks in ETS2 automatics in real life?

0,What will happen with trucks in the 1.40 version of the game

0,"Please SCS, modders needs your comments about version 1.40"

0,What could make future map DLCs more exiting?

0,g920 best shifter?

0,What's your favorite truck ??

0,The great ETS2 Trivial Trucksuit

0,Steam Awards 2020 (Labor of Love) - vote for ETS2!

0,ETS2 minor/maintenance update

0,Why stopped updating Germany? There is an opinion.

0,American review of ETS2

0,the new trailers are a joke

0,ETS2 Base Map

0,FMOD - why implement something that make the trucks sound even worse?

0,Adaptive Cruise Control

0,PC Gamer gives SCS some props :)

0,Sound documentation questions

0,Special Transport Discussion thread

0,New Volvo FH 2020 in ETS2?

0,(Poll) Your first journey to Iberia

0,How to report an illegal mod?

0,Weirdest thing just happen

0,The usable and necessary tool in Map Editor

0,Denmark Question

0,Newbie Questions - Recommended Mods Please & Advice

0,Truck horns

0,Downloadable telemetry data

0,Computer Recommendation

0,Steering wheel retarder addon

0,DLC Ukraine for ETS 2

0,A and D plates on food tanks

0,HS-Scoch DLC

0,Compatibility branch pointing to wrong version

0,Liquid food transport trailer questions

0,Curved Monitors

0,Swedish Gross weight limit? Truckers?

0,Truck design without Mods

0,Navigation on dashboard or New Volvo FH

0,Discussion about the lack of some main routes in the base map

0,ETS2 1.39 Speculation Thread

0,"To upgrade, or not to upgrade, that is the question"

0,SKRS Help!!!

0,do we still need promods

0,World Of Trucks

0,ETS2 1.38 Discussion

0,Physics 1.38 (Some observations and suggestions)

0,Super Stripes Paint Jobs Pack update removes existing paint jobs

0,opinons on daf mods?

0,Integrating Omnitracs MCP200 to ETS2/ATS by Arduino CAN BUS shield

0,Alternative to Steam

0,Cartwright Enters Administration

0,New Man TGX 2021 dashboard

0,Reshade - DOF filters don't work in the game?

0,"What will ETS2 look like in 3, 8 or 10 years from now on?"

0,Best ETS 2 mods

0,Crazy AI Traffic

0,Map in Blender?

0,German player needed...

0,Info steering wheels

0,Manual H-gearboxes stopped working

0,GT-Mike's moders' resources

0,How to get lower rated drivers

0,Need help looking for Hawaii radio stations

0,Route Adviser reasoning...

0,Difference between actual and experienced cargo weight

0,Suggestion

0,fanatec Steering Wheel 2520 Degree

0,Will pedestrians crossing the road ever be a thing?

0,Mercedes New Actros classic dashboard version

0,What about Volvo FH 2021?

0,newcomers tips

0,AI makes fun of me X2.

0,Force feedback weirdness?

0,Mercedes vs. MAN tgx e6

0,"Any chance of improving AI driving into players, or at least fines?"

0,air horn

0,AI and basic traffic rules..

0,Just about weather ...

0,New 2021 VOLVO FH16 dashboard

0,Ultimate realism: Are you a warper?

0,No drivers available

0,VOLVO still doesn't have light bars on sideskirts for 6x2/4

0,steering wheel size in game and real life

0,"v1.37.x in steam, includes v1.37.2.2"

0,Bad sound

0,New Homestation

0,1.38 new jet turbine bus

0,Directly mounted horns

0,Official SCS accounts?

0,Is posibble downgrade the game to previous versions in VR?

0,Euro coach simulator

0,ETS2 research needed

0,Special Transport jobs feel like a beta...

0,Picked up a Scania 12+2 shifting knob from ebay

0,How are road lengths calculated in Map Expansions?

0,Truck sounds

0,AI Traffic - Improve - Realistic

0,Can I run NaturalLux?

0,DAF unity skin terrible quality!?

0,Does scs know what real truck horns sound like?? video reference from random yt vids

0,DAF DLC KEY GIVEAWAY

0,horn slots

0,Merge Maps

0,are DAF trucks known for being very stable?

0,Poll: Do you use the new detours feature?

0,What is your opinion on the implementation of tighter roads?

0,First own trailer

0,ets2 1.37 best setting for steering with keyboard and mouse

0,ETS2 teasers - consult your doctor before entering

0,truck tuning dlc

0,lighting update 1.39

0,Is it possible to adjust HDR and eye adaptation ?

0,Rework of Going East

0,what have been people doing all these years?

0,ETS2 1.37 Discussion

0,"Motorway bridge collapses in Genoa, Italy"

0,Rework map of original game?

0,Volvo engine Hp decrease after update

0,Apology to SCS Devs

0,Expect an update for the original maps?

0,Parameters in climate.sii do not match the default UI Background Map

0,electric trucks in ets2?

0,Truck near Genoa bridge

0,MSI Afterburner - Overlay not showing

0,POLL: do you prefer version 1.36 or 1.37 ?

0,I cannot find Terra Constructor truck paint jobs

0,No Iberia DLC  without SIESTA! (=short nap). Sign here

0,My expectations for 1.38 and up

0,Fh dlc

0,Vanilla ETS2 HP to Cargo Weights

0,Volvo 6x chassis

0,The best driving settings for 900 Degree for steering wheel

0,Missing Silver Griffin paintjob on Scania Tunning DLC?

0,facetracknoir settings file for ets2

0,Wunderbaum as an award for a completed Christmas event.

0,Your Favorite Mods

0,High pitch turbo sound on Scania and Volvo

0,Almar SKRS and Parking brake.

0,1.37: Kudos to SCS and the modders.....

0,ETS 2 - Google Stadia?

0,Any trucks without turbo?

0,What's though on 1.38 version?

0,New Promods 2.46 and Rusmap 2.10 released Whoopie!

0,ETS 3 or Renewal ETS 2 Area?

0,Map option to avoid toll roads

0,Road to the Black Sea;why is it so expensive?

0,Renault Premium

0,Trailer an Fahrer zu ordnen

0,Calais - Duisburg Road

0,French stop signs

0,ETS2 Vegetation Issue

0,Passenger seat camera

0,Is there any documentation for what the new Audio controls do?

0,Port game to console.

0,truck and trailer theme test

0,1.36 breaks my usb controller input (seems to be MacOS specific)

0,Transfering profile progress to a new profile of a newer version.

0,Impractical road discovery in Romania

0,Scandinavia mountain regions or more open landscapes?

0,Terrible sounds after new update 1.37

0,skrs shifter

0,I found something very special!

0,Nouveau camion

0,ETS2 cargo for flatbed trailer

0,Message for the developers

0,Next SCS Truck

0,What's up with the sounds?

0,Lando Norris plays ETS2

0,New graphic engine.

0,Computer special for ets2

0,DLC - Viewable

0,Price Per Km - Need Explanation

0,ETS2 Sound sliders for different trucks

0,Experience beats all... I doubt it!

0,"Sunflowers, hay, fence and spruce"

0,Physically based rendering

0,Sound lovers: Keep vanillating!

0,E-mail for Trucks World Cup 2020 contest not delivered !!

0,Studio 2 side skirts

0,worst update your opinion?

0,When Euro Truck Simulator 2 takes place in?

0,DEAR SCS

0,Ukraine DLC - concept map (fanmade)

0,PC Configuration

0,Scandinavia DLC

0,ETS temporary_1_36-1.36.x / HS-Schoch Tuning Pack

0,How to check an exact variable value

0,Make Parts available for other Trucks

0,Is it possible to see our drivers on the road? Like 18 WoS Across America

0,Trip from hell.

0,Adriatic DLC - Concept map (fanmade) v2

0,Stavanger to Bergen

0,New Iveco-s-way.

0,Oculus Go Gyroscope as Controller

0,[ETS2] 1.36 Discussion

0,NPCs ingame: samll rant and a suggestion

0,[Streamer Tool] Any place to have Shifter & Pedal layout while recording?

0,Fake damage system.

0,"Do you think Scandinavia DLC,France DLC and Italy DLC need a revisiting like Germany ?"

0,promods v2.42

0,Is the radio player a useless/abandoned feature?

0,FMOD settings

0,Soo much two axle truck

0,API for Game Interaction

0,Sound settings in 1.37 ->

0,Project Cargo VTC are Hiring

0,"COVID-19 - possible updates old areas, new dlc with areas?"

0,Euro Coach Simulator DLC

0,Problems with new Event

0,ETS2 can't run

0,problem with the ai system

0,Was SCS mapping Viborg?

0,Xfire

0,Bulgarian paintjobs DLC

0,Gemany Map

0,No 315/80 for rear Goodyear tyres

0,when will new graphic appears?

0,Update 1.38 and Ambient Occlusion

0,ETS update?

0,No accessories found with HS-Schock

0,Skin on Ai-Traffic

0,Paint or chrome? Voice your opinion.

0,What will the next map DLC be?

0,INCREASE YOUR FPS IN ETS2 AND LOSE GRAPHICS AND WITHOUT ANY MODS

0,new generation mercedes MP5

0,How long hold your tires?

0,What happened to the roads in ETS2?

0,GAME BREAKERS [version of the game 1.xx]

0,new graphics?

0,Any way to get game data in real time except of telemetry?

0,What's this...?

0,uk rework not confirmed

0,Will there be another event like One Truck Family?

0,Thanks to Roxextended and Wombat

0,Decision Help - GPU and Monitor Upgrade

0,Kronos Telemetry Client -  Android [Obsolete]

0,Is a shifter worth it if you have a wheel?

0,Choose what parking spot?

0,ETS2 - Discussion about the new sound engine

0,ETS2 unmarked roads

0,Euro Truck Simulator 2 | Update Page ???

0,Questions About Map DLCs and Map Mods

0,Route Assistant - suggestions when hiding it

0,Your longest ETS2 delivery

0,Euro Truck Simulator Sale on Steam (ends 17/02)

0,Such a shame

0,Question regarding FOV slider in game

0,UK map ever going to get updated?

0,100% road exploration with Italy

0,Maybe you need to change the weight of the goods transported in Norway?

0,Missing part Poland in DLC Going East!

0,Is it possible to open a file in the base.scs without extracting the whole archive?

0,Special Transport - lost pilot vehicle despite following it

0,Favourite cities in ETS2

0,Special Transport & trailer ownership (discussion & suggestions)

0,Permanent Warp 0.9?

0,WoT

0,Is there any way to remove the distance limit in photo mode?

0,Christmas Gifts Event 2018 Reward

0,Liechtenstein

0,MVM industry facilities are poorly designed

0,Necessary and important improvement of ETS2: Russia

0,tandem/box trucks & trailers

0,Recently changes in game physics??

0,Livestream on Steam No Jaggies How?

0,ETS2 under Proton (solved)

0,parameter that controls route boldness/thickness?

0,Brexit.

0,Trains make no sounds

0,Differences between SMAA from 1.35 to 1.36

0,Happy 2020 and PLEASE fix AA

0,ETS2 NEED TIMBER TRUCKS WITH CRANES TO LOAD.(WITH CABINS)

0,What country should get a Paint Jobs Pack next?

0,Volvo Interior

0,AI makes fun of me.

0,Is ther a plan for a non Steam VIVE LA FRANCE! DLC version?

0,Hello is there any way to degrade ets2

0,Exterior is gone when in cabin.. Why?

0,New additions to AI traffic on 1.36

0,What new trucks should SCS add to ETS2 next?

0,traffic sound

0,My concept of the new UI design of the orders section

0,Question about quick jobs?

0,controls.sii memory() function (1.35+)

0,prism3d 2020 upgrade discussion thread

0,Longest possible delivery

0,help find vid about ai traffic improvements

0,Can we expect an update for the original maps?

0,Road Black Sea You Tube Videos No Flickering  Or Shimmering How?

0,somebody violated NDA ?

0,Thank SCS for 1.36 patch

0,Will this truck be added in the future?

0,On the verge of an important decision

0,Euro Truck Simulator 2 Greek map

0,Busses Soon?

0,Euro Trailers

0,ETS/ATS vs Hard Truck 18 Wheels of Steel.

0,Steam Awards 2019

0,ETS2 web maps

0,DirectX11 brightness

0,Get axle left and right speed through telemetry? Using ETS2 for OEM testing

0,Any good places for taking screenshot?

0,MANY YEARS - ONE BIG PROBLEM

0,Non-inclusions in the Europe map

0,What DXT/Bitmap compression did SCS use on their all .dds texture file

0,Wobbly cabins

0,Why HDR implementation on this game is very sucky?

0,Trackhat not working on ets2 can you help please....

0,Help me out with this trailer

0,Volvo FH 2012 model accuracy

0,ETS2: Special Transport DLC - 2 years on

0,"ETS2 , 1.36 update and DX9 support removal"

0,1.36 drops fps

0,"Does anyone know how long, in feet, the longest trailer combos are in both ETS2 and ATS?"

0,Euro Truck Simulator 2 World Longest Haul Record

0,Why modders use sharemods?

0,FORD trucks in ETS2

0,ETS 2 - 144hz vs 60hz monitors

0,Multiplayer for ETS2 like FS17 multiplayer

